2480626348222857,-0.029926233,-0.11371969,9.801441,0.0,0.0,0.0
2480626368387388,-0.035911478,-0.110128544,9.826578,0.0,0.0,0.0
2480626373429888,0.0,0.0,0.0,0.0014145328,0.001800142,-5.535963E-4
2480626388549419,-0.043093774,-0.11252264,9.822987,0.0,0.0,0.0
2480626393590096,0.0,0.0,0.0,0.0014145328,0.001800142,-5.535963E-4
2480626408712075,-0.05386722,-0.11371969,9.794258,0.0,0.0,0.0
2480626413752752,0.0,0.0,0.0,0.0020253975,-6.433169E-4,-0.0014698934
2480626428874732,-0.027532134,-0.106537394,9.824184,0.0,0.0,0.0
2480626433915409,0.0,0.0,0.0,1.9280333E-4,-3.3788453E-4,-0.002080758
2480626449037388,-0.03710853,-0.110128544,9.826578,0.0,0.0,0.0
2480626454078065,0.0,0.0,0.0,1.9280333E-4,8.838449E-4,-2.4816394E-4
2480626469200096,-0.049079023,-0.11132559,9.814608,0.0,0.0,0.0
2480626474240721,0.0,0.0,0.0,0.0011091004,-3.3788453E-4,-0.0017753257
2480626489362752,-0.03591148,-0.13167544,9.828973,0.0,0.0,0.0
2480626494403377,0.0,0.0,0.0,-0.0049995463,0.016460896,-0.001164461
2480626509525357,-0.035911478,-0.12808429,9.97621,0.0,0.0,0.0
2480626514566034,0.0,0.0,0.0,0.055170625,-0.14358567,-0.008189406
2480626529689263,-0.013167543,-0.1017492,9.699692,0.0,0.0,0.0
2480626534729888,0.0,0.0,0.0,-0.012329923,0.028067315,0.0040278886
2480626549851867,-0.01556164,-0.10653739,9.692509,0.0,0.0,0.0
2480626554892544,0.0,0.0,0.0,-0.037375376,0.093735285,0.0018898626
2480626570014575,-0.037108533,-0.1137197,9.769119,0.0,0.0,0.0
2480626575055200,0.0,0.0,0.0,-0.0043886844,0.02470758,-2.4816394E-4
2480626590177232,-0.04309378,-0.11491674,9.845732,0.0,0.0,0.0
2480626595217857,0.0,0.0,0.0,0.025543692,-0.055621147,-0.0033024875
2480626610339888,-0.03591148,-0.1089315,9.838549,0.0,0.0,0.0
2480626615380513,0.0,0.0,0.0,0.031957768,-0.074252516,-0.0048296493
2480626630502544,-0.026335089,-0.09815805,9.79785,0.0,0.0,0.0
2480626635543169,0.0,0.0,0.0,-0.003777815,-0.0076682623,3.6270078E-4
2480626650665200,-0.023940988,-0.09696099,9.743982,0.0,0.0,0.0
2480626655705825,0.0,0.0,0.0,-0.02637981,0.062275752,0.004638754
2480626670827857,-0.027532136,-0.10534035,9.765528,0.0,0.0,0.0
2480626675868482,0.0,0.0,0.0,-0.02637981,0.071133286,0.0034170244
2480626690990513,-0.037108533,-0.11252264,9.824184,0.0,0.0,0.0
2480626696031138,0.0,0.0,0.0,0.009050341,-0.0033922105,-0.0017753257
2480626711153169,-0.04668493,-0.11252264,9.864883,0.0,0.0,0.0
2480626716193794,0.0,0.0,0.0,0.031957768,-0.07547425,-0.0029970552
2480626731315720,-0.04189673,-0.10294625,9.844534,0.0,0.0,0.0
2480626736356345,0.0,0.0,0.0,0.01912961,-0.05562114,-0.0017753257
2480626751478377,-0.023940988,-0.09336986,9.784681,0.0,0.0,0.0
2480626756519054,0.0,0.0,0.0,-0.012635356,0.018293487,-5.5359583E-4
2480626771641033,-0.023940988,-0.09696101,9.749968,0.0,0.0,0.0
2480626776681710,0.0,0.0,0.0,-0.032793894,0.080296256,0.0028061597
2480626791803689,-0.032320328,-0.10773444,9.779894,0.0,0.0,0.0
2480626796844366,0.0,0.0,0.0,-0.013551654,0.050058454,6.6813314E-4
2480626811966345,-0.04668493,-0.11491674,9.855308,0.0,0.0,0.0
2480626817007022,0.0,0.0,0.0,0.01699158,-0.031186549,-0.00360792
2480626832129002,-0.04429083,-0.113719694,9.861293,0.0,0.0,0.0
2480626837169679,0.0,0.0,0.0,0.03592839,-0.082193755,-0.0039133523
2480626852291658,-0.032320336,-0.10414329,9.83017,0.0,0.0,0.0
2480626857332335,0.0,0.0,0.0,0.0056905877,-0.029048523,-0.0023861905
2480626872454314,-0.02154689,-0.10055215,9.759543,0.0,0.0,0.0
2480626877494991,0.0,0.0,0.0,-0.0196603,0.042422637,-2.4816394E-4
2480626892616970,-0.026335087,-0.10534035,9.759543,0.0,0.0,0.0
2480626897657647,0.0,0.0,0.0,-0.033404753,0.08151799,0.003111592
2480626912779679,-0.041896727,-0.1161138,9.806229,0.0,0.0,0.0
2480626917820304,0.0,0.0,0.0,-0.001028927,0.02195868,-8.590282E-4
2480626932942491,-0.055064272,-0.113719694,9.8720665,0.0,0.0,0.0
2480626937983116,0.0,0.0,0.0,0.026154555,-0.057759173,-0.0026916228
2480626953105147,-0.045487877,-0.1017492,9.857701,0.0,0.0,0.0
2480626958145772,0.0,0.0,0.0,0.02707085,-0.07211449,-0.0023861905
2480626973267803,-0.027532138,-0.08977871,9.806229,0.0,0.0,0.0
2480626978308428,0.0,0.0,0.0,-0.005304979,-0.0043084975,-0.0014698934
2480626993430460,-0.02154689,-0.08977871,9.74877,0.0,0.0,0.0
2480626998471085,0.0,0.0,0.0,-0.02851784,0.06533007,0.002195295
2480627013593116,-0.027532136,-0.10294625,9.764332,0.0,0.0,0.0
